stem,class,split,path,n_boxes
silk_spot__img_01_4406743300_00216,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00216.jpg,1
silk_spot__img_01_4406743300_00225,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00225.jpg,1
silk_spot__img_01_4406743300_00307,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00307.jpg,1
silk_spot__img_01_4406743300_00461,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00461.jpg,1
silk_spot__img_01_4406743300_00475,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00475.jpg,1
silk_spot__img_01_4406743300_00637,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00637.jpg,1
silk_spot__img_01_4406743300_00650,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00650.jpg,1
silk_spot__img_01_4406743300_00797,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00797.jpg,1
silk_spot__img_01_4406743300_00804,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00804.jpg,1
silk_spot__img_01_4406743300_00836,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00836.jpg,1
silk_spot__img_01_4406743300_00837,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00837.jpg,1
silk_spot__img_01_4406743300_00881,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_4406743300_00881.jpg,1
silk_spot__img_01_SIS001522_00033,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001522_00033.jpg,1
silk_spot__img_01_SIS001522_00045,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001522_00045.jpg,1
silk_spot__img_01_SIS001577_00012,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001577_00012.jpg,1
silk_spot__img_01_SIS001577_00020,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001577_00020.jpg,1
silk_spot__img_01_SIS001577_00032,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001577_00032.jpg,1
silk_spot__img_01_SIS001577_00049,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_01_SIS001577_00049.jpg,1
silk_spot__img_02_3436786500_00071,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00071.jpg,1
silk_spot__img_02_3436786500_00072,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00072.jpg,1
silk_spot__img_02_3436786500_00138,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00138.jpg,1
silk_spot__img_02_3436786500_00140,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00140.jpg,1
silk_spot__img_02_3436786500_00141,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00141.jpg,1
silk_spot__img_02_3436786500_00142,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00142.jpg,1
silk_spot__img_02_3436786500_00143,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00143.jpg,1
silk_spot__img_02_3436786500_00152,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436786500_00152.jpg,1
silk_spot__img_02_3436789300_00908,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_3436789300_00908.jpg,1
silk_spot__img_02_425243200_00115,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243200_00115.jpg,1
silk_spot__img_02_425243200_00533,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243200_00533.jpg,1
silk_spot__img_02_425243200_00536,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243200_00536.jpg,1
silk_spot__img_02_425243200_00563,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243200_00563.jpg,1
silk_spot__img_02_425243400_00044,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243400_00044.jpg,1
silk_spot__img_02_425243400_00052,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243400_00052.jpg,1
silk_spot__img_02_425243400_00057,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425243400_00057.jpg,1
silk_spot__img_02_425505400_01038,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425505400_01038.jpg,1
silk_spot__img_02_425508400_00382,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425508400_00382.jpg,1
silk_spot__img_02_425508700_01045,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_425508700_01045.jpg,1
silk_spot__img_02_436152900_00532,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436152900_00532.jpg,1
silk_spot__img_02_436152900_00538,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436152900_00538.jpg,1
silk_spot__img_02_436152900_00547,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436152900_00547.jpg,1
silk_spot__img_02_436152900_00559,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436152900_00559.jpg,1
silk_spot__img_02_436152900_00563,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436152900_00563.jpg,1
silk_spot__img_02_436153600_00658,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00658.jpg,1
silk_spot__img_02_436153600_00659,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00659.jpg,1
silk_spot__img_02_436153600_00660,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00660.jpg,1
silk_spot__img_02_436153600_00661,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00661.jpg,1
silk_spot__img_02_436153600_00662,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00662.jpg,1
silk_spot__img_02_436153600_00663,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00663.jpg,1
silk_spot__img_02_436153600_00664,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00664.jpg,1
silk_spot__img_02_436153600_00665,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00665.jpg,1
silk_spot__img_02_436153600_00669,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00669.jpg,1
silk_spot__img_02_436153600_00671,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00671.jpg,1
silk_spot__img_02_436153600_00681,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00681.jpg,1
silk_spot__img_02_436153600_00682,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00682.jpg,1
silk_spot__img_02_436153600_00684,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00684.jpg,1
silk_spot__img_02_436153600_00686,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00686.jpg,1
silk_spot__img_02_436153600_00688,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00688.jpg,1
silk_spot__img_02_436153600_00689,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00689.jpg,1
silk_spot__img_02_436153600_00691,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00691.jpg,1
silk_spot__img_02_436153600_00692,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00692.jpg,1
silk_spot__img_02_436153600_00695,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00695.jpg,1
silk_spot__img_02_436153600_00696,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00696.jpg,1
silk_spot__img_02_436153600_00697,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00697.jpg,1
silk_spot__img_02_436153600_00699,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00699.jpg,1
silk_spot__img_02_436153600_00705,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436153600_00705.jpg,1
silk_spot__img_02_436184600_00775,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436184600_00775.jpg,1
silk_spot__img_02_436184600_00779,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436184600_00779.jpg,1
silk_spot__img_02_436184600_00782,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436184600_00782.jpg,1
silk_spot__img_02_436184600_00785,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_436184600_00785.jpg,2
silk_spot__img_02_4404580600_00490,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4404580600_00490.jpg,1
silk_spot__img_02_4404580600_00661,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4404580600_00661.jpg,1
silk_spot__img_02_4406562900_00687,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406562900_00687.jpg,1
silk_spot__img_02_4406562900_00755,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406562900_00755.jpg,1
silk_spot__img_02_4406645900_00304,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406645900_00304.jpg,1
silk_spot__img_02_4406645900_00310,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406645900_00310.jpg,1
silk_spot__img_02_4406645900_00346,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406645900_00346.jpg,1
silk_spot__img_02_4406645900_00565,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406645900_00565.jpg,1
silk_spot__img_02_4406645900_00894,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_4406645900_00894.jpg,1
silk_spot__img_02_SIS001491_00261,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001491_00261.jpg,1
silk_spot__img_02_SIS001491_00267,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001491_00267.jpg,1
silk_spot__img_02_SIS001491_00280,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001491_00280.jpg,1
silk_spot__img_02_SIS001522_00007,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00007.jpg,2
silk_spot__img_02_SIS001522_00026,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00026.jpg,1
silk_spot__img_02_SIS001522_00028,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00028.jpg,2
silk_spot__img_02_SIS001522_00031,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00031.jpg,4
silk_spot__img_02_SIS001522_00036,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00036.jpg,2
silk_spot__img_02_SIS001522_00568,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001522_00568.jpg,1
silk_spot__img_02_SIS001533_00311,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001533_00311.jpg,1
silk_spot__img_02_SIS001561_01227,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001561_01227.jpg,1
silk_spot__img_02_SIS001561_01413,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001561_01413.jpg,1
silk_spot__img_02_SIS001564_01308,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001564_01308.jpg,1
silk_spot__img_02_SIS001564_01335,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001564_01335.jpg,1
silk_spot__img_02_SIS001577_00072,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_02_SIS001577_00072.jpg,2
silk_spot__img_03_3436786500_00071,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_3436786500_00071.jpg,1
silk_spot__img_03_425243400_00061,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_425243400_00061.jpg,1
silk_spot__img_03_425508300_00320,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_425508300_00320.jpg,2
silk_spot__img_03_425508400_00378,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_425508400_00378.jpg,3
silk_spot__img_03_436150300_00317,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00317.jpg,1
silk_spot__img_03_436150300_00318,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00318.jpg,1
silk_spot__img_03_436150300_00326,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00326.jpg,1
silk_spot__img_03_436150300_00328,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00328.jpg,1
silk_spot__img_03_436150300_00329,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00329.jpg,1
silk_spot__img_03_436150300_00388,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436150300_00388.jpg,2
silk_spot__img_03_436152900_00522,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00522.jpg,2
silk_spot__img_03_436152900_00523,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00523.jpg,6
silk_spot__img_03_436152900_00524,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00524.jpg,4
silk_spot__img_03_436152900_00525,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00525.jpg,2
silk_spot__img_03_436152900_00535,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00535.jpg,2
silk_spot__img_03_436152900_00543,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00543.jpg,6
silk_spot__img_03_436152900_00578,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00578.jpg,6
silk_spot__img_03_436152900_00582,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00582.jpg,2
silk_spot__img_03_436152900_00593,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00593.jpg,3
silk_spot__img_03_436152900_00612,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436152900_00612.jpg,1
silk_spot__img_03_436153600_00680,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436153600_00680.jpg,1
silk_spot__img_03_436184600_00773,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00773.jpg,3
silk_spot__img_03_436184600_00776,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00776.jpg,1
silk_spot__img_03_436184600_00779,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00779.jpg,2
silk_spot__img_03_436184600_00782,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00782.jpg,2
silk_spot__img_03_436184600_00786,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00786.jpg,2
silk_spot__img_03_436184600_00792,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00792.jpg,3
silk_spot__img_03_436184600_00793,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00793.jpg,2
silk_spot__img_03_436184600_00794,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00794.jpg,1
silk_spot__img_03_436184600_00795,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00795.jpg,2
silk_spot__img_03_436184600_00797,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00797.jpg,3
silk_spot__img_03_436184600_00799,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00799.jpg,2
silk_spot__img_03_436184600_00800,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_436184600_00800.jpg,4
silk_spot__img_03_4406645900_00009,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00009.jpg,1
silk_spot__img_03_4406645900_00017,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00017.jpg,1
silk_spot__img_03_4406645900_00364,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00364.jpg,1
silk_spot__img_03_4406645900_00381,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00381.jpg,1
silk_spot__img_03_4406645900_00407,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00407.jpg,1
silk_spot__img_03_4406645900_00542,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00542.jpg,1
silk_spot__img_03_4406645900_00544,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_4406645900_00544.jpg,1
silk_spot__img_03_SIS001491_00361,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_SIS001491_00361.jpg,1
silk_spot__img_03_SIS001494_00049,silk_spot,train,C:\Users\anmol\OneDrive\Desktop\MobileNetV2\GC10-DET_PREPARED\IMAGES\silk_spot\silk_spot__img_03_SIS001494_00049.jpg,1
